Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
AGO,Angola,Africa,Sub-Saharan Africa,Arms seized,by legal justification of seizure,other,na,na,2018,Counts,0,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms seized,by legal justification of seizure,unknown,na,na,2018,Counts,0,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms seized,by legal justification of seizure,Altered markings,na,na,2018,Counts,0,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms seized,by legal justification of seizure,illicit manufacture,na,na,2018,Counts,0,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms seized,by legal justification of seizure,illicit trafficking,na,na,2018,Counts,0,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms seized,by legal justification of seizure,illicit use,na,na,2017,Counts,5230,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms seized,by legal justification of seizure,illicit posession,na,na,2016,Counts,6056,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms seized,by marking,unknown Status On Marking,na,na,2017,Counts,10195,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms seized,by condition,otherwise illicitly manufactured,na,na,2017,Counts,10195,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms seized,by legal justification of seizure,illicit posession,na,na,2018,Counts,325,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms surrendered,by type,machine gun,na,na,2017,Counts,332,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms surrendered,by type,machine gun,na,na,2016,Counts,637,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms found,by type,machine gun,na,na,2017,Counts,2353,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms found,by type,machine gun,na,na,2016,Counts,2542,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms seized,by legal justification of seizure,illicit use,na,na,2018,Counts,3499,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms seized,by location,national territory,na,na,2017,Counts,4633,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms seized,by legal justification of seizure,illicit posession,na,na,2017,Counts,4965,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms seized,by legal justification of seizure,illicit use,na,na,2016,Counts,5419,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms seized,by location,national territory,na,na,2016,Counts,5419,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms seized,by condition,otherwise illicitly manufactured,na,na,2016,Counts,11475,IAFQ
AGO,Angola,Africa,Sub-Saharan Africa,Arms seized,by marking,unknown Status On Marking,na,na,2016,Counts,11475,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,Unknown status regarding marking,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,Not uniquely identifiable - No further information available,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,Not uniquely identifiable - Erased or altered marking,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,Not uniquely identifiable - Illicitly manufactured,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,Uniquely identifiable - no tracing procedure initiated,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,"Uniquely identifiable - tracing attempted, no point of diversion identified",na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,Uniquely identifiable - point of diversion otherwise identified,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,Uniquely identifiable - from illegitimate owner in national registry,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,unknown,na,na,2018,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,unknown,na,na,2019,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,unknown,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,other,na,na,2019,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,other,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,other,na,na,2018,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,vessels and harbours,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,vessels and harbours,na,na,2019,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,vessels and harbours,na,na,2018,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,planes and airports,na,na,2019,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,planes and airports,na,na,2018,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,other,na,na,2019,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,other,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,other,na,na,2018,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,unknown,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,unknown,na,na,2018,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,unknown,na,na,2019,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,Altered markings,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,Altered markings,na,na,2018,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit manufacture,na,na,2018,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit manufacture,na,na,2019,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit manufacture,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by marking,altered marking,na,na,2019,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by marking,altered marking,na,na,2018,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by marking,no marking,na,na,2018,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by marking,no marking,na,na,2019,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,otherwise illicitly manufactured,na,na,2019,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,otherwise illicitly manufactured,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,otherwise illicitly manufactured,na,na,2018,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,otherwise illicitly manufactured,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,otherwise illicitly manufactured,na,na,2019,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,otherwise illicitly manufactured,na,na,2018,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Modified arms,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Modified arms,na,na,2019,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Modified arms,na,na,2018,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Reactivated arms,na,na,2019,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Reactivated arms,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Reactivated arms,na,na,2018,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Assembled arms,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Assembled arms,na,na,2018,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Assembled arms,na,na,2019,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,Unknown status on type,na,na,2017,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,Unknown status on type,na,na,2020,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,Unknown status on type,na,na,2019,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,Unknown status on type,na,na,2016,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,other weapons,na,na,2016,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,other weapons,na,na,2017,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,submachine gun,na,na,2017,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,submachine gun,na,na,2016,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,submachine gun,na,na,2019,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,machine gun,na,na,2017,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,machine gun,na,na,2019,Counts,0,IAFQ
ALB,Albania,Europe,Southern Europe,Arms surrendered,by location,Uniquely identifiable - tracing procedure pending,na,na,2018,Counts,413,IAFQ
ALB,Albania,Europe,Southern Europe,Arms surrendered,by location,Uniquely identifiable - total uniquely identifiable through marking,na,na,2018,Counts,413,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,Uniquely identifiable - from illegitimate owner in foreign registry,na,na,2020,Counts,3,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,Uniquely identifiable - tracing procedure pending,na,na,2019,Counts,14,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,Uniquely identifiable - total uniquely identifiable through marking,na,na,2019,Counts,14,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,Uniquely identifiable - tracing procedure pending,na,na,2020,Counts,25,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,Uniquely identifiable - total uniquely identifiable through marking,na,na,2020,Counts,28,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,Not uniquely identifiable - Erased or altered marking,na,na,2018,Counts,431,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,Not uniquely identifiable - No further information available,na,na,2018,Counts,431,IAFQ
ALB,Albania,Europe,Southern Europe,Arms found,by marking,uniquely marked,na,na,2019,Counts,80,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,Drugs,na,na,2018,Counts,100,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,Other arms offences,na,na,2016,Counts,408,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,Other arms offences,na,na,2020,Counts,430,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,unknown,na,na,2016,Counts,80,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit use,na,na,2020,Counts,90,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit posession,na,na,2020,Counts,340,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by marking,unknown Status On Marking,na,na,2018,Counts,10,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Modified arms,na,na,2016,Counts,1,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,otherwise illicitly manufactured,na,na,2016,Counts,1,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,otherwise illicitly manufactured,na,na,2016,Counts,1,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit use,na,na,2017,Counts,1,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,Drugs,na,na,2020,Counts,1,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,planes and airports,na,na,2020,Counts,1,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,vessels and harbours,na,na,2017,Counts,1,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,land borders,na,na,2017,Counts,1,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,machine gun,na,na,2020,Counts,2,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,otherwise illicitly manufactured,na,na,2017,Counts,2,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,Altered markings,na,na,2019,Counts,2,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,land borders,na,na,2016,Counts,2,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,land borders,na,na,2019,Counts,2,IAFQ
ALB,Albania,Europe,Southern Europe,Arms surrendered,by type,revolver,na,na,2017,Counts,3,IAFQ
ALB,Albania,Europe,Southern Europe,Arms found,by type,pistol,na,na,2016,Counts,3,IAFQ
ALB,Albania,Europe,Southern Europe,Arms found,by type,pistol,na,na,2017,Counts,3,IAFQ
ALB,Albania,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and drug trafficking,Total,Total,2020,Counts,3,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,machine gun,na,na,2018,Counts,4,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,machine gun,na,na,2016,Counts,4,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,planes and airports,na,na,2017,Counts,4,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,revolver,na,na,2016,Counts,5,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,revolver,na,na,2017,Counts,5,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit use,na,na,2016,Counts,5,IAFQ
ALB,Albania,Europe,Southern Europe,Arms found,by type,pistol,na,na,2019,Counts,5,IAFQ
ALB,Albania,Europe,Southern Europe,Arms surrendered,by type,rifle (Inlcuding Carbine),na,na,2019,Counts,5,IAFQ
ALB,Albania,Europe,Southern Europe,Arms surrendered,by marking,uniquely marked,na,na,2019,Counts,5,IAFQ
ALB,Albania,Europe,Southern Europe,Arms surrendered,by marking,Surrendered,na,na,2019,Counts,5,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,revolver,na,na,2018,Counts,6,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,submachine gun,na,na,2020,Counts,6,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit trafficking,na,na,2017,Counts,6,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,illicit offences,na,na,2017,Counts,6,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,land borders,na,na,2020,Counts,6,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,revolver,na,na,2020,Counts,7,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,revolver,na,na,2019,Counts,9,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,other weapons,na,na,2019,Counts,9,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,other weapons,na,na,2018,Counts,9,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit trafficking,na,na,2016,Counts,11,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,illicit offences,na,na,2016,Counts,11,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Converted arms,na,na,2016,Counts,12,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Converted arms,na,na,2017,Counts,14,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit trafficking,na,na,2020,Counts,15,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,illicit offences,na,na,2020,Counts,15,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,Other forms of organized crime,na,na,2019,Counts,16,IAFQ
ALB,Albania,Europe,Southern Europe,Arms found,by type,rifle (Inlcuding Carbine),na,na,2017,Counts,18,IAFQ
ALB,Albania,Europe,Southern Europe,Arms surrendered,by type,Unknown status on type,na,na,2017,Counts,19,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Converted arms,na,na,2019,Counts,40,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,submachine gun,na,na,2018,Counts,21,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit trafficking,na,na,2019,Counts,21,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,illicit offences,na,na,2019,Counts,21,IAFQ
ALB,Albania,Europe,Southern Europe,Arms found,by type,rifle (Inlcuding Carbine),na,na,2016,Counts,21,IAFQ
ALB,Albania,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Only for illicit trafficking in arms,Total,Total,2020,Counts,22,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit trafficking,na,na,2018,Counts,24,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,illicit offences,na,na,2018,Counts,24,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,Violent crime,na,na,2016,Counts,24,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,land borders,na,na,2018,Counts,24,IAFQ
ALB,Albania,Europe,Southern Europe,Arms found,by type,rifle (Inlcuding Carbine),na,na,2018,Counts,25,IAFQ
ALB,Albania,Europe,Southern Europe,Arms found,by marking,uniquely marked,na,na,2018,Counts,25,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Converted arms,na,na,2020,Counts,27,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,Violent crime,na,na,2017,Counts,27,IAFQ
ALB,Albania,Europe,Southern Europe,Arms surrendered,by type,pistol,na,na,2017,Counts,28,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,Drugs,na,na,2019,Counts,31,IAFQ
ALB,Albania,Europe,Southern Europe,Arms surrendered,by type,machine gun,na,na,2017,Counts,31,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,shotgun (Including Short Carbine),na,na,2018,Counts,37,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by marking,unknown Status On Marking,na,na,2019,Counts,37,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,Violent crime,na,na,2019,Counts,37,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,other weapons,na,na,2020,Counts,39,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Converted arms,na,na,2018,Counts,46,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,shotgun (Including Short Carbine),na,na,2019,Counts,47,IAFQ
ALB,Albania,Europe,Southern Europe,Arms surrendered,by type,other weapons,na,na,2017,Counts,51,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,shotgun (Including Short Carbine),na,na,2020,Counts,55,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,Violent crime,na,na,2018,Counts,55,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,Drugs,na,na,2017,Counts,58,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,Violent crime,na,na,2020,Counts,63,IAFQ
ALB,Albania,Europe,Southern Europe,Arms found,by type,rifle (Inlcuding Carbine),na,na,2019,Counts,75,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,Drugs,na,na,2016,Counts,88,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,shotgun (Including Short Carbine),na,na,2017,Counts,99,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,unknown,na,na,2017,Counts,99,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,Unknown status on type,na,na,2018,Counts,10,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit use,na,na,2018,Counts,125,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,pistol,na,na,2020,Counts,133,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,pistol,na,na,2017,Counts,139,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit use,na,na,2019,Counts,153,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,pistol,na,na,2016,Counts,169,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,pistol,na,na,2019,Counts,179,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,pistol,na,na,2018,Counts,181,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,rifle (Inlcuding Carbine),na,na,2019,Counts,181,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,rifle (Inlcuding Carbine),na,na,2017,Counts,189,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit posession,na,na,2019,Counts,249,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,rifle (Inlcuding Carbine),na,na,2016,Counts,273,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit posession,na,na,2017,Counts,326,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,Other arms offences,na,na,2017,Counts,341,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Industrially manufactured arms,na,na,2019,Counts,385,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by marking,uniquely marked,na,na,2019,Counts,388,IAFQ
ALB,Albania,Europe,Southern Europe,Arms surrendered,by type,rifle (Inlcuding Carbine),na,na,2018,Counts,413,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Industrially manufactured arms,na,na,2017,Counts,416,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Industrially manufactured arms,na,na,2020,Counts,418,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,national territory,na,na,2019,Counts,423,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,national territory,na,na,2017,Counts,426,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit posession,na,na,2016,Counts,435,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,national territory,na,na,2020,Counts,438,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Industrially manufactured arms,na,na,2016,Counts,516,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,national territory,na,na,2016,Counts,529,IAFQ
ALB,Albania,Europe,Southern Europe,Arms surrendered,by type,shotgun (Including Short Carbine),na,na,2017,Counts,28,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by other suspected offences,Other arms offences,na,na,2018,Counts,693,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by legal justification of seizure,illicit posession,na,na,2018,Counts,723,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by condition,Industrially manufactured arms,na,na,2018,Counts,826,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by location,national territory,na,na,2018,Counts,848,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by marking,uniquely marked,na,na,2018,Counts,862,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,shotgun (Including Short Carbine),na,na,2016,Counts,80,IAFQ
ALB,Albania,Europe,Southern Europe,Arms surrendered,by type,rifle (Inlcuding Carbine),na,na,2017,Counts,1718,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,rifle (Inlcuding Carbine),na,na,2020,Counts,203,IAFQ
ALB,Albania,Europe,Southern Europe,Arms seized,by type,rifle (Inlcuding Carbine),na,na,2018,Counts,604,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and other offences,Total,Total,2018,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and other offences,Total,Total,2017,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and other offences,Total,Total,2016,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and terrorism,Total,Total,2016,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and terrorism,Total,Total,2018,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and terrorism,Total,Total,2017,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and violent crime,Total,Total,2016,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and violent crime,Total,Total,2017,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and violent crime,Total,Total,2018,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and other types of trafficking,Total,Total,2016,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and other types of trafficking,Total,Total,2017,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and other types of trafficking,Total,Total,2018,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and other types of trafficking,Total,Total,2018,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and other types of trafficking,Total,Total,2016,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and other types of trafficking,Total,Total,2017,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and drug trafficking,Total,Total,2017,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and drug trafficking,Total,Total,2018,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking of arms and drug trafficking,Total,Total,2016,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking and other arms offences,Total,Total,2018,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking and other arms offences,Total,Total,2016,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking and other arms offences,Total,Total,2017,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking andIllicit possession/use of arms,Total,Total,2018,Counts,0,IAFQ
AND,Andorra,Europe,Southern Europe,Individuals arrested/suspected,by type of offences,Illicit trafficking andIllicit possession/use of arms,Total,Total,2016,Counts,0,IAFQ
